Wtorek,14,Lipiec,2026,07:58:14:00009-VCID:5FCD167BDD3D95711C-4B18,Wersja VCDS: AKP 21.9.0,Wersja danych: 20211210 DS330.0
074 906 018 AK,,2.5l R5 EDC 0000SG  3905,

,Grupa A:,'003,,,,Grupa B:,'008,,,,Grupa C:,'011
,,Obroty silnika,Iloœæ powietrza/Obr.,Iloœæ powietrza/Obr.,Cykl pracy,,Obroty silnika,Dawka paliwa,Dawka paliwa,Dawka paliwa,,Obroty silnika,Ciœnienie rzecz.,Ciœnienie rzecz.,Cykl pracy
,1108.33,1999,850.0,760.0,4.8,1107.70,1856,48.8,38.8,35.0,1108.02,1938,1978.8,1499.4,12.8
,1109.30,2264,850.0,830.0,4.8,1108.65,2101,48.8,43.8,40.0,1108.98,2183,1978.8,1723.8,12.8
,1110.25,2530,850.0,870.0,4.8,1109.62,2366,49.0,45.6,41.8,1109.94,2448,1978.8,1876.8,12.8
,1111.22,2774,850.0,865.0,4.8,1110.58,2611,49.4,46.8,41.8,1110.89,2693,1978.8,1958.4,12.8
,1112.18,2999,850.0,830.0,4.8,1111.54,2856,49.8,46.8,41.6,1111.85,2938,1978.8,2029.8,16.7
,1113.14,3203,850.0,810.0,4.8,1112.50,3080,49.8,46.8,40.8,1112.81,3142,1978.8,2080.8,26.7
,1114.10,2938,395.0,760.0,35.1,1113.46,3284,49.8,46.6,40.0,1113.78,3346,1978.8,2050.2,40.6
,1115.05,2326,850.0,725.0,4.8,1114.41,2122,0.2,44.2,35.4,1114.73,2468,1938.0,1356.6,62.6
,1116.01,2428,850.0,845.0,4.8,1115.37,2366,49.0,45.6,40.6,1115.70,2407,1978.8,1774.8,12.8
,1116.97,2550,850.0,860.0,4.8,1116.33,2468,49.2,46.6,41.8,1116.65,2509,1978.8,1917.6,12.8
,1117.94,2652,850.0,860.0,4.8,1117.29,2570,49.4,46.8,41.8,1117.61,2611,1978.8,1968.6,12.8
,1118.90,2754,850.0,855.0,4.8,1118.25,2693,49.6,46.8,41.6,1118.57,2713,1978.8,2009.4,15.5
,1119.86,2836,850.0,845.0,4.8,1119.22,2774,49.8,46.8,41.6,1119.53,2795,1978.8,2040.0,21.5
,1120.84,2876,370.0,670.0,70.9,1120.17,2876,49.8,46.8,41.6,1120.50,2876,1948.2,2060.4,29.9
,1121.80,2795,350.0,560.0,94.4,1121.15,2856,0.2,46.8,31.6,1121.47,2815,1377.0,1346.4,55.0
,1122.75,2693,330.0,545.0,94.4,1122.12,2774,0.2,46.8,28.4,1122.43,2734,1366.8,1234.2,40.2
,1123.71,2570,305.0,530.0,94.4,1123.07,2652,0.2,46.8,28.0,1123.39,2611,1356.6,1203.6,19.5
,1124.67,2448,295.0,530.0,94.4,1124.03,2509,0.2,46.8,28.0,1124.35,2489,1336.2,1183.2,12.8
,1125.65,2326,290.0,530.0,94.4,1124.99,2407,0.2,46.0,27.8,1125.33,2366,1315.8,1162.8,12.8
,1126.61,2224,280.0,520.0,94.4,1125.97,2285,0.2,45.0,27.6,1126.29,2264,1305.6,1152.6,12.8
,1127.57,2162,280.0,515.0,94.4,1126.93,2203,0.2,44.4,27.8,1127.25,2183,1295.4,1142.4,12.8
,1128.53,2101,275.0,520.0,94.4,1127.89,2142,0.2,44.2,27.6,1128.21,2122,1285.2,1132.2,12.8
,1129.49,2040,270.0,505.0,94.4,1128.85,2060,0.2,43.8,27.8,1129.17,2081,1285.2,1122.0,12.8
,1130.47,1999,270.0,495.0,94.4,1129.81,2020,0.2,43.6,27.8,1130.13,2020,1275.0,1111.8,12.8
,1131.43,1938,265.0,500.0,94.4,1130.79,1979,0.2,43.0,27.6,1131.11,1958,1264.8,1111.8,12.8
,1132.40,1918,290.0,510.0,94.4,1131.75,1938,0.2,41.4,27.6,1132.07,1938,1407.6,1101.6,12.8
,1133.35,1918,490.0,560.0,94.4,1132.71,1918,11.6,40.8,28.0,1133.03,1918,1621.8,1152.6,12.8
,1134.31,1958,560.0,610.0,94.4,1133.67,1938,17.6,41.4,30.6,1133.99,1938,1672.8,1264.8,12.8
,1135.27,2040,850.0,695.0,4.8,1134.63,1979,28.0,43.0,33.0,1134.95,1999,1978.8,1407.6,12.8
,1136.23,2142,810.0,795.0,4.8,1135.59,2081,48.6,43.8,39.0,1135.91,2101,1978.8,1662.6,12.8
,1137.19,2203,695.0,730.0,4.8,1136.55,2162,25.6,44.2,39.4,1136.87,2183,1938.0,1632.0,12.8
,1138.15,2305,850.0,830.0,4.8,1137.51,2244,39.6,44.8,39.6,1137.83,2264,1978.8,1693.2,12.8
,1139.11,2428,850.0,865.0,4.8,1138.47,2346,49.0,45.6,41.6,1138.79,2387,1978.8,1887.0,12.8
,1140.07,2530,850.0,870.0,4.8,1139.43,2468,49.2,46.6,41.8,1139.75,2509,1978.8,1948.2,12.8
,1141.03,2632,795.0,845.0,4.8,1140.39,2570,41.6,46.8,41.8,1140.71,2611,1978.8,1989.0,14.3
,1141.99,2672,455.0,755.0,55.8,1141.35,2652,30.4,46.8,41.4,1141.67,2672,1948.2,1846.2,12.8
,1142.95,2632,310.0,575.0,94.4,1142.31,2570,0.2,46.8,37.4,1142.63,2632,1356.6,1397.4,26.7
,1143.91,2550,305.0,540.0,94.4,1143.27,2611,0.2,46.8,29.0,1143.59,2570,1346.4,1234.2,13.9
,1144.87,2489,300.0,530.0,94.4,1144.23,2530,0.2,46.8,28.2,1144.55,2509,1346.4,1193.4,12.8
,1145.83,2428,295.0,535.0,94.4,1145.19,2489,0.2,46.8,28.0,1145.51,2448,1336.2,1173.0,12.8
,1146.79,2387,290.0,525.0,94.4,1146.15,2428,0.2,46.2,28.0,1146.47,2387,1326.0,1173.0,12.8
,1147.75,2326,290.0,525.0,94.4,1147.11,2366,0.2,45.8,28.0,1147.43,2346,1315.8,1152.6,12.8
,1148.71,2264,285.0,515.0,94.4,1148.07,2305,0.2,45.2,28.2,1148.39,2285,1305.6,1152.6,12.8
,1149.67,2203,280.0,515.0,94.4,1149.03,2244,0.2,44.8,27.8,1149.35,2224,1305.6,1142.4,12.8
,1150.63,2162,280.0,520.0,94.4,1149.99,2183,0.2,44.4,28.0,1150.31,2183,1295.4,1142.4,12.8
,1151.59,2101,275.0,520.0,94.4,1150.95,2142,0.2,44.2,28.0,1151.27,2122,1285.2,1132.2,12.8
,1152.55,2060,270.0,515.0,94.4,1151.91,2081,0.2,43.8,27.8,1152.23,2060,1285.2,1122.0,12.8
,1153.51,2020,290.0,520.0,94.4,1152.87,2040,3.4,43.6,28.0,1153.19,2020,1417.8,1122.0,12.8
,1154.47,1999,290.0,530.0,94.4,1153.83,1999,6.0,43.4,28.2,1154.15,1999,1417.8,1142.4,12.8
,1155.43,1979,300.0,540.0,94.4,1154.79,1999,6.8,43.4,28.8,1155.11,1979,1428.0,1162.8,12.8
,1156.39,1958,305.0,530.0,94.4,1155.75,1958,7.4,42.6,29.2,1156.07,1958,1428.0,1162.8,12.8
,1157.35,1938,305.0,535.0,94.4,1156.71,1958,7.4,42.0,29.0,1157.03,1958,1428.0,1162.8,12.8
,1158.31,1938,300.0,540.0,94.4,1157.67,1938,7.4,41.4,29.0,1157.99,1938,1417.8,1162.8,12.8
,1159.27,1918,295.0,535.0,94.4,1158.63,1918,6.8,41.2,28.8,1158.95,1918,1417.8,1162.8,12.8
,1160.23,1897,290.0,525.0,94.4,1159.59,1918,7.0,40.8,29.0,1159.91,1897,1407.6,1152.6,12.8
,1161.19,1897,290.0,530.0,94.4,1160.55,1897,6.8,39.8,29.2,1160.87,1877,1407.6,1152.6,12.8
,1162.15,1877,380.0,540.0,94.4,1161.51,1877,7.4,39.8,28.8,1161.83,1877,1417.8,1152.6,12.8
,1163.11,1877,405.0,550.0,94.4,1162.47,1877,11.8,39.4,29.0,1162.79,1877,1468.8,1173.0,12.8
,1164.07,1918,515.0,600.0,94.4,1163.43,1897,17.4,40.2,30.2,1163.75,1918,1662.6,1234.2,12.8
,1165.03,1897,265.0,535.0,94.4,1164.39,1938,15.2,41.0,31.6,1164.71,1918,1407.6,1275.0,12.8
,1165.99,1856,265.0,515.0,94.4,1165.35,1897,0.2,40.2,28.8,1165.67,1877,1244.4,1142.4,12.8
,1166.95,1816,265.0,510.0,94.4,1166.31,1856,0.2,38.6,27.8,1166.63,1836,1234.2,1101.6,12.8
,1167.91,1816,405.0,520.0,94.4,1167.27,1816,5.0,37.0,27.8,1167.59,1795,1377.0,1101.6,12.8
,1168.87,1836,710.0,585.0,4.8,1168.23,1795,14.8,37.0,29.0,1168.55,1816,1642.2,1162.8,12.8
,1169.83,1918,670.0,645.0,4.8,1169.19,1856,28.0,39.0,32.0,1169.51,1877,1927.8,1336.2,12.8
,1170.79,1999,850.0,755.0,4.8,1170.15,1938,38.8,41.6,35.0,1170.47,1979,1978.8,1499.4,12.8
,1171.75,2122,850.0,820.0,4.8,1171.11,2040,43.8,43.6,39.6,1171.43,2081,1978.8,1713.6,12.8
,1172.71,2224,565.0,770.0,21.1,1172.07,2162,41.6,44.2,41.2,1172.39,2183,1978.8,1805.4,12.8
,1173.67,2244,325.0,645.0,94.4,1173.03,2224,21.4,44.6,39.6,1173.35,2224,1662.6,1570.8,12.8
,1174.65,2203,280.0,550.0,94.4,1173.99,2244,6.8,44.6,32.0,1174.31,2203,1295.4,1305.6,14.7
,1175.61,2142,280.0,535.0,94.4,1174.97,2183,0.2,44.4,29.0,1175.29,2162,1295.4,1173.0,12.8
,1176.57,2101,275.0,525.0,94.4,1175.93,2142,0.2,44.0,28.4,1176.25,2122,1285.2,1132.2,12.8
,1177.53,2040,270.0,515.0,94.4,1176.89,2081,0.2,43.8,28.0,1177.21,2060,1275.0,1122.0,12.8
,1178.49,1999,270.0,515.0,94.4,1177.85,2020,0.2,43.6,28.2,1178.16,1999,1264.8,1111.8,12.8
,1179.45,1938,265.0,505.0,94.4,1178.81,1979,0.2,43.2,28.0,1179.13,1958,1264.8,1111.8,12.8
,1180.43,836,300.0,485.0,94.4,1179.79,1612,0.2,33.8,29.6,1180.11,1142,1091.4,1111.8,13.9
,1181.41,857,260.0,460.0,94.4,1180.75,857,0.2,25.4,25.4,1181.09,836,1060.8,1050.6,14.7
,1182.36,877,260.0,455.0,94.4,1181.72,857,0.2,25.4,24.6,1182.04,857,1060.8,1030.2,12.8
,1183.32,959,260.0,460.0,94.4,1182.68,898,0.2,25.2,24.8,1183.01,918,1060.8,1020.0,12.8
,1184.29,1387,260.0,455.0,94.4,1183.65,1020,0.2,24.8,24.4,1183.96,1163,1101.6,1009.8,12.8
,1185.25,1346,260.0,475.0,94.4,1184.61,1469,0.2,30.6,27.0,1184.93,1387,1142.4,1020.0,12.8
,1186.21,1265,260.0,475.0,94.4,1185.57,1306,0.2,25.6,26.0,1185.88,1285,1122.0,1040.4,12.8
,1187.19,1326,680.0,510.0,4.8,1186.53,1285,9.6,24.8,25.4,1186.87,1285,1336.2,1050.6,12.8
,1188.14,1469,515.0,535.0,7.6,1187.51,1367,26.2,27.4,27.4,1187.83,1428,1458.6,1122.0,12.8
,1189.11,1550,410.0,550.0,33.5,1188.47,1510,18.6,31.2,29.2,1188.79,1510,1377.0,1162.8,12.8
,1190.07,1591,285.0,530.0,94.4,1189.43,1571,8.8,32.8,29.4,1189.75,1571,1336.2,1142.4,12.8
,1191.03,1550,260.0,505.0,94.4,1190.39,1550,0.2,32.0,28.0,1190.71,1550,1183.2,1091.4,12.8
,1192.01,1408,260.0,495.0,94.4,1191.35,1510,0.2,31.2,28.0,1191.67,1489,1162.8,1071.0,12.8
,1192.96,816,270.0,460.0,94.4,1192.32,1040,0.2,24.6,26.4,1192.64,816,1071.0,1060.8,13.1
,1193.92,775,270.0,455.0,94.4,1193.29,816,0.2,25.4,25.2,1193.60,796,1071.0,1030.2,12.8
,1194.88,836,260.0,455.0,94.4,1194.24,775,0.2,25.6,25.0,1194.56,836,1071.0,1020.0,12.8
,1195.84,1224,260.0,450.0,94.4,1195.20,857,0.2,25.2,24.6,1195.52,1000,1071.0,1009.8,12.8
,1196.80,1244,260.0,485.0,94.4,1196.16,1387,0.2,28.0,25.6,1196.48,1285,1132.2,1009.8,12.8
,1197.77,1102,260.0,480.0,94.4,1197.12,1183,0.2,24.2,25.2,1197.45,1142,1091.4,1030.2,12.8
,1198.73,1000,310.0,480.0,94.4,1198.08,1061,3.6,24.6,25.0,1198.40,1020,1091.4,1030.2,12.8
,1199.68,1061,500.0,470.0,90.4,1199.04,1020,13.4,24.8,24.6,1199.36,1020,1142.4,1030.2,12.8
,1200.64,1285,550.0,500.0,4.8,1200.01,1142,18.6,24.4,25.2,1200.32,1204,1295.4,1050.6,12.8
,1201.60,1530,415.0,530.0,14.3,1200.97,1367,19.8,27.4,27.0,1201.28,1469,1417.8,1101.6,12.8
,1202.56,1632,315.0,520.0,93.2,1201.92,1571,9.0,32.6,28.8,1202.24,1612,1346.4,1122.0,12.8
,1203.52,1693,305.0,520.0,94.4,1202.88,1652,9.0,34.2,28.4,1203.21,1673,1366.8,1111.8,12.8
,1204.48,1693,275.0,525.0,94.4,1203.84,1693,7.2,35.4,28.6,1204.16,1693,1356.6,1111.8,12.8
,1205.44,1673,280.0,515.0,94.4,1204.80,1693,6.2,35.2,28.8,1205.12,1673,1346.4,1101.6,12.8
,1206.40,1632,280.0,515.0,94.4,1205.76,1652,6.2,34.6,28.4,1206.08,1652,1336.2,1101.6,12.8
,1207.36,1591,280.0,510.0,94.4,1206.72,1612,6.2,33.6,28.4,1207.04,1612,1336.2,1091.4,12.8
,1208.32,1571,285.0,505.0,94.4,1207.68,1571,6.6,32.6,28.4,1208.00,1571,1326.0,1091.4,12.8
,1209.28,1550,290.0,515.0,94.4,1208.64,1550,6.8,32.6,28.2,1208.96,1550,1326.0,1091.4,12.8
,1210.24,1530,280.0,510.0,94.4,1209.60,1530,7.0,32.0,28.4,1209.92,1530,1315.8,1081.2,12.8
,1211.20,1510,280.0,495.0,94.4,1210.56,1530,6.2,31.8,28.4,1210.88,1530,1305.6,1081.2,12.8
,1212.16,1489,270.0,500.0,94.4,1211.52,1510,6.2,31.4,28.0,1211.84,1489,1305.6,1081.2,12.8
,1213.12,1428,265.0,495.0,94.4,1212.48,1448,4.8,29.8,27.2,1212.80,1448,1285.2,1071.0,12.8
,1214.08,1387,275.0,500.0,94.4,1213.44,1408,5.4,28.4,26.8,1213.76,1408,1275.0,1060.8,12.8
,1215.04,1387,280.0,505.0,94.4,1214.40,1387,6.4,28.0,26.8,1214.72,1408,1275.0,1060.8,12.8
,1216.00,1448,350.0,505.0,94.4,1215.36,1408,8.8,28.4,26.6,1215.68,1428,1305.6,1060.8,12.8
,1216.96,1550,335.0,510.0,94.4,1216.32,1489,9.6,31.0,27.6,1216.64,1510,1326.0,1081.2,12.8
,1217.92,1632,330.0,515.0,94.4,1217.28,1571,8.8,33.0,28.0,1217.60,1591,1346.4,1091.4,12.8
,1218.88,1693,325.0,520.0,94.4,1218.24,1652,9.0,34.4,28.4,1218.56,1673,1366.8,1101.6,12.8
,1219.84,1795,425.0,535.0,94.4,1219.20,1714,9.4,35.8,28.6,1219.52,1754,1438.2,1122.0,12.8
,1220.80,1958,360.0,550.0,94.4,1220.16,1856,14.0,38.8,29.2,1220.48,1918,1468.8,1183.2,12.8
,1221.76,2040,335.0,555.0,94.4,1221.12,1979,9.2,43.2,29.8,1221.44,1999,1448.4,1193.4,12.8
,1222.72,1979,270.0,535.0,94.4,1222.08,2040,6.2,43.6,29.6,1222.40,1999,1275.0,1183.2,12.8
,1223.68,796,275.0,490.0,94.4,1223.04,1448,0.2,30.4,30.0,1223.36,979,1071.0,1132.2,15.5
,1224.64,775,270.0,450.0,94.4,1224.00,775,0.2,25.6,25.4,1224.32,775,1071.0,1050.6,15.1
,1225.60,775,275.0,465.0,94.4,1224.96,775,0.2,25.6,24.8,1225.28,775,1081.2,1030.2,12.8
,1226.56,775,275.0,450.0,94.4,1225.92,775,0.2,25.6,24.8,1226.24,775,1081.2,1020.0,12.8
,1227.52,836,300.0,425.0,94.4,1226.88,775,0.2,25.6,24.8,1227.20,775,1081.2,1009.8,12.8
,1228.48,979,265.0,465.0,94.4,1227.84,918,2.6,25.2,24.6,1228.16,959,1071.0,1009.8,12.8
,1229.44,1183,285.0,470.0,94.4,1228.80,1000,4.8,24.8,24.8,1229.12,1081,1142.4,1009.8,12.8
,1230.40,1163,330.0,480.0,94.4,1229.76,1102,7.8,24.4,25.8,1230.08,1163,1203.6,1020.0,12.8
,1231.36,1408,340.0,490.0,94.4,1230.72,1244,10.4,24.0,25.2,1231.04,1326,1285.2,1040.4,12.8
,1232.32,1632,310.0,505.0,94.4,1231.68,1510,8.6,31.2,27.2,1232.00,1571,1336.2,1060.8,12.8
,1233.28,1714,305.0,515.0,94.4,1232.64,1693,7.6,35.4,27.8,1232.96,1693,1366.8,1081.2,12.8
,1234.24,1714,340.0,520.0,94.4,1233.60,1673,7.8,35.0,28.8,1233.92,1693,1366.8,1101.6,12.8
,1235.20,1958,395.0,530.0,94.4,1234.56,1754,9.8,36.4,28.4,1234.88,1856,1468.8,1122.0,12.8
,1236.16,2285,345.0,560.0,94.4,1235.52,2101,12.0,43.8,29.2,1235.84,2183,1509.6,1183.2,12.8
,1237.12,1265,270.0,550.0,94.4,1236.48,2224,5.0,44.6,30.6,1236.80,1714,1213.8,1213.8,13.1
,1238.08,1224,320.0,505.0,94.4,1237.44,1224,7.0,24.0,26.0,1237.76,1224,1244.4,1101.6,12.8
,1239.04,1183,260.0,490.0,94.4,1238.40,1224,6.4,24.0,26.0,1238.72,1204,1213.8,1071.0,12.8
,1240.00,1102,260.0,485.0,94.4,1239.36,1163,0.2,24.2,25.6,1239.68,1122,1091.4,1040.4,12.8
,1240.96,1000,260.0,480.0,94.4,1240.32,1061,0.2,24.6,25.4,1240.64,1040,1071.0,1030.2,12.8
,1241.92,938,290.0,480.0,94.4,1241.28,959,2.6,25.0,25.2,1241.60,959,1081.2,1020.0,12.8
,1242.88,959,380.0,480.0,94.4,1242.24,959,6.6,25.0,24.6,1242.56,959,1091.4,1020.0,12.8
,1243.84,1122,530.0,485.0,94.0,1243.20,979,12.0,24.8,24.6,1243.52,1020,1132.2,1030.2,12.8
,1244.80,1408,850.0,500.0,4.8,1244.16,1204,23.6,24.0,25.2,1244.48,1285,1509.6,1060.8,12.8
,1245.76,1673,285.0,535.0,49.8,1245.12,1530,27.2,31.8,29.2,1245.44,1612,1397.4,1152.6,12.8
,1246.72,1612,260.0,520.0,94.4,1246.08,1652,0.8,34.4,29.0,1246.40,1652,1203.6,1111.8,12.8
,1247.68,1469,260.0,500.0,94.4,1247.04,1571,0.2,32.8,28.2,1247.36,1530,1173.0,1081.2,12.8
,1248.64,1326,260.0,490.0,94.4,1248.00,1428,0.2,29.0,27.4,1248.32,1367,1142.4,1060.8,12.8
,1249.60,1142,295.0,490.0,94.4,1248.96,1306,0.2,25.6,25.8,1249.28,1204,1183.2,1040.4,12.8
,1250.56,1326,565.0,500.0,4.8,1249.92,1265,10.6,24.0,24.8,1250.24,1224,1275.0,1040.4,12.8
,1251.54,1693,850.0,555.0,4.8,1250.90,1428,25.0,28.8,27.4,1251.22,1550,1795.2,1111.8,12.8
,1252.50,2183,715.0,690.0,4.8,1251.86,1856,40.2,38.4,31.2,1252.18,2040,1978.8,1315.8,12.8
,1253.46,2489,385.0,690.0,86.9,1252.82,2346,25.4,45.4,38.2,1253.14,2428,1713.6,1550.4,12.8
,1254.42,2550,320.0,625.0,94.4,1253.78,2530,9.0,46.8,35.2,1254.10,2530,1540.2,1387.2,12.8
,1255.40,1510,260.0,580.0,94.4,1254.76,2530,6.6,46.8,31.8,1255.08,2060,1285.2,1295.4,13.9
,1256.35,816,265.0,475.0,94.4,1255.72,1061,0.2,24.6,26.8,1256.04,857,1081.2,1132.2,22.7
,1257.29,796,265.0,465.0,94.4,1256.66,836,0.2,25.4,24.8,1256.98,796,1081.2,1050.6,21.5
,1258.26,775,270.0,460.0,94.4,1257.62,775,0.2,25.6,25.0,1257.93,775,1071.0,1030.2,17.5
,1259.22,775,275.0,455.0,94.4,1258.58,775,0.2,25.6,24.8,1258.90,775,1081.2,1020.0,12.8
,1260.18,775,275.0,450.0,94.4,1259.54,775,0.2,25.6,24.8,1259.85,775,1081.2,1009.8,12.8
,1261.14,775,270.0,450.0,94.4,1260.49,775,0.2,25.6,24.6,1260.81,775,1081.2,1009.8,12.8
,1262.10,775,275.0,445.0,94.4,1261.46,775,0.2,25.6,25.0,1261.78,775,1081.2,1009.8,12.8
,1263.05,775,275.0,455.0,94.4,1262.42,775,0.2,25.6,24.8,1262.74,775,1081.2,1009.8,12.8
,1264.01,775,275.0,450.0,94.4,1263.38,775,0.2,25.6,24.4,1263.69,775,1081.2,1009.8,12.8
,1264.97,775,275.0,450.0,94.4,1264.33,775,0.2,25.6,24.8,1264.65,775,1081.2,1009.8,12.8
,1265.93,796,260.0,435.0,94.4,1265.29,775,0.2,25.6,24.8,1265.61,796,1071.0,1009.8,12.8
,1266.90,775,260.0,455.0,94.4,1266.26,816,0.2,25.4,24.4,1266.57,796,1071.0,1009.8,12.8
,1267.85,755,280.0,445.0,94.4,1267.22,755,0.2,25.6,25.0,1267.53,734,1081.2,1009.8,12.8
,1268.81,775,280.0,450.0,94.4,1268.18,755,0.2,25.8,24.8,1268.49,755,1081.2,1009.8,12.8
,1269.77,775,275.0,455.0,94.4,1269.14,775,0.2,25.6,25.0,1269.45,775,1081.2,1009.8,12.8
,1270.74,775,275.0,450.0,94.4,1270.09,775,0.2,25.6,24.8,1270.42,775,1081.2,1009.8,12.8
